,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,78.0,- - -,315.0,64.0,12.0,1.0,27.0,27.0,6.0,22.0,1.0,3.0,88.0,0.221,0.287,0.344,0.274,10.15,2.54,4.0,0.69,27.9,7.0,21.0,- - -,1.1,0.296,76.9,2.86,3.52
1,Total,vs R,242.1,- - -,1058.0,249.0,44.0,6.0,104.0,97.0,26.0,100.0,5.0,11.0,161.0,0.263,0.344,0.413,0.328,5.98,3.71,1.61,0.97,15.2,9.5,5.8,- - -,1.44,0.293,79.1,4.6,4.74
