,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,17.0,- - -,72.0,16.0,2.0,1.0,11.0,11.0,2.0,8.0,1.0,1.0,11.0,0.254,0.347,0.419,0.328,5.82,4.24,1.38,1.06,15.3,11.1,4.2,- - -,1.41,0.28,63.1,4.98,5.98
1,Total,vs R,23.2,- - -,106.0,30.0,6.0,1.0,14.0,14.0,5.0,5.0,0.0,3.0,21.0,0.306,0.362,0.552,0.386,7.99,1.9,4.2,1.9,19.8,4.7,15.1,- - -,1.48,0.347,77.4,5.14,4.05
