,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,484.2,3.25,2015.0,415.0,81.0,11.0,187.0,175.0,48.0,175.0,4.0,14.0,427.0,0.227,0.301,0.366,0.295,7.93,3.25,2.44,0.89,21.2,8.7,12.5,0.227,1.22,0.272,77.7,3.78,4.06
1,Total,Away,405.0,3.87,1725.0,371.0,72.0,8.0,185.0,174.0,38.0,162.0,6.0,14.0,403.0,0.24,0.318,0.374,0.307,8.96,3.6,2.49,0.84,23.4,9.4,14.0,0.24,1.32,0.301,73.3,3.62,3.81
