,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,16.0,- - -,64.0,11.0,1.0,2.0,15.0,15.0,3.0,6.0,0.0,0.0,10.0,0.19,0.266,0.439,0.296,5.63,3.38,1.67,1.69,15.6,9.4,6.2,- - -,1.06,0.178,15.6,5.46,5.15
1,Total,vs R,20.0,- - -,91.0,17.0,3.0,1.0,10.0,8.0,2.0,9.0,0.0,5.0,17.0,0.221,0.348,0.373,0.324,7.65,4.05,1.89,0.9,18.7,9.9,8.8,- - -,1.3,0.259,74.5,4.85,5.23
