,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,46.1,- - -,202.0,46.0,6.0,1.0,27.0,25.0,6.0,26.0,0.0,0.0,38.0,0.261,0.362,0.416,0.343,7.38,5.05,1.46,1.17,18.8,12.9,5.9,- - -,1.55,0.303,70.8,4.87,4.32
1,Total,vs R,103.0,- - -,445.0,109.0,23.0,4.0,49.0,45.0,7.0,46.0,3.0,4.0,69.0,0.276,0.361,0.414,0.338,6.03,4.02,1.5,0.61,15.5,10.3,5.2,- - -,1.5,0.32,73.7,4.14,4.69
