,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,82.1,2.51,320.0,62.0,14.0,0.0,23.0,23.0,10.0,22.0,0.0,3.0,92.0,0.21,0.274,0.364,0.277,10.06,2.4,4.18,1.09,28.8,6.9,21.9,0.21,1.02,0.269,87.7,3.41,3.5
1,Total,Away,95.0,3.22,382.0,77.0,15.0,0.0,37.0,34.0,14.0,24.0,2.0,1.0,136.0,0.216,0.268,0.38,0.277,12.88,2.27,5.67,1.33,35.6,6.3,29.3,0.216,1.06,0.304,78.9,3.0,2.85
