,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,55.2,5.34,246.0,57.0,14.0,0.0,36.0,33.0,12.0,20.0,3.0,7.0,67.0,0.26,0.341,0.491,0.353,10.83,3.23,3.35,1.94,27.2,8.1,19.1,0.26,1.38,0.321,71.4,5.0,3.93
1,Total,Away,55.1,4.07,237.0,48.0,7.0,1.0,30.0,25.0,11.0,26.0,1.0,3.0,57.0,0.231,0.325,0.435,0.328,9.27,4.23,2.19,1.79,24.1,11.0,13.1,0.231,1.34,0.264,76.3,5.25,4.39
