,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,72.0,6.13,309.0,80.0,15.0,4.0,49.0,49.0,13.0,23.0,2.0,3.0,47.0,0.283,0.344,0.509,0.359,5.88,2.88,2.04,1.63,15.2,7.4,7.8,0.283,1.43,0.3,64.9,5.28,4.78
1,Total,Away,59.1,3.64,243.0,53.0,6.0,1.0,24.0,24.0,7.0,23.0,2.0,0.0,49.0,0.241,0.313,0.378,0.298,7.43,3.49,2.13,1.06,20.2,9.5,10.7,0.241,1.28,0.281,78.6,4.2,3.78
