,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,438.2,4.16,1871.0,422.0,75.0,13.0,213.0,203.0,46.0,173.0,2.0,19.0,351.0,0.251,0.33,0.399,0.32,7.2,3.55,2.03,0.94,18.8,9.3,9.5,0.251,1.36,0.293,73.0,4.2,4.66
1,Total,Away,485.0,3.66,2047.0,455.0,82.0,17.0,208.0,197.0,60.0,168.0,3.0,16.0,460.0,0.244,0.314,0.407,0.314,8.54,3.12,2.74,1.11,22.5,8.2,14.3,0.244,1.28,0.294,77.7,3.98,4.22
