,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,2.2,10.13,14.0,5.0,2.0,0.0,3.0,3.0,1.0,2.0,0.0,0.0,2.0,0.417,0.5,0.909,0.547,6.75,6.75,1.0,3.38,14.3,14.3,0.0,0.417,2.63,0.444,71.4,8.78,6.39
1,Total,Away,1.2,16.2,11.0,3.0,2.0,0.0,3.0,3.0,1.0,3.0,0.0,0.0,1.0,0.375,0.545,1.143,0.599,5.4,16.2,0.33,5.4,9.1,27.3,-18.2,0.375,3.6,0.333,65.2,15.16,11.32
