,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,19.0,- - -,84.0,16.0,3.0,1.0,6.0,6.0,1.0,12.0,1.0,0.0,29.0,0.222,0.333,0.333,0.296,13.74,5.68,2.42,0.47,34.5,14.3,20.2,- - -,1.47,0.357,82.7,2.68,2.52
1,Total,vs R,24.1,- - -,112.0,29.0,8.0,1.0,25.0,24.0,4.0,12.0,0.0,1.0,32.0,0.293,0.375,0.515,0.381,11.84,4.44,2.67,1.48,28.6,10.7,17.9,- - -,1.68,0.397,46.7,4.27,3.56
