,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,53.1,4.73,223.0,41.0,7.0,0.0,31.0,28.0,9.0,24.0,0.0,0.0,67.0,0.206,0.293,0.383,0.295,11.31,4.05,2.79,1.52,30.0,10.8,19.3,0.206,1.22,0.26,64.9,4.19,3.45
1,Total,Away,43.1,6.02,198.0,47.0,14.0,4.0,29.0,29.0,7.0,17.0,0.0,4.0,46.0,0.266,0.343,0.511,0.363,9.55,3.53,2.71,1.45,23.2,8.6,14.6,0.266,1.48,0.323,67.0,4.59,4.49
