,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,33.0,4.64,143.0,41.0,12.0,2.0,18.0,17.0,3.0,6.0,0.0,0.0,38.0,0.299,0.329,0.485,0.346,10.36,1.64,6.33,0.82,26.6,4.2,22.4,0.299,1.42,0.396,67.8,2.58,3.25
1,Total,Away,46.2,4.44,196.0,51.0,16.0,0.0,23.0,23.0,7.0,9.0,0.0,2.0,45.0,0.276,0.316,0.481,0.339,8.68,1.74,5.0,1.35,23.0,4.6,18.4,0.276,1.29,0.331,74.7,3.89,3.57
