,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,357.2,3.57,1488.0,338.0,73.0,10.0,152.0,142.0,39.0,88.0,1.0,17.0,343.0,0.244,0.3,0.402,0.305,8.63,2.21,3.9,0.98,23.1,5.9,17.1,0.244,1.19,0.299,74.9,3.51,3.71
1,Total,Away,356.0,4.17,1512.0,361.0,64.0,9.0,172.0,165.0,41.0,109.0,5.0,15.0,328.0,0.26,0.323,0.412,0.319,8.29,2.76,3.01,1.04,21.7,7.2,14.5,0.26,1.32,0.314,73.2,3.84,3.99
