,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,87.1,- - -,349.0,56.0,7.0,0.0,26.0,19.0,4.0,28.0,0.0,13.0,127.0,0.182,0.284,0.251,0.252,13.09,2.89,4.54,0.41,36.4,8.0,28.4,- - -,0.96,0.294,77.7,2.17,2.1
1,Total,vs R,167.0,- - -,722.0,139.0,17.0,1.0,53.0,45.0,6.0,92.0,14.0,6.0,151.0,0.223,0.331,0.285,0.28,8.14,4.96,1.64,0.32,20.9,12.7,8.2,- - -,1.38,0.285,80.5,3.49,3.52
