,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,6.1,5.68,33.0,12.0,2.0,0.0,4.0,4.0,0.0,3.0,0.0,0.0,4.0,0.4,0.455,0.467,0.403,5.68,4.26,1.33,0.0,12.1,9.1,3.0,0.4,2.37,0.462,73.3,3.32,4.44
1,Total,Away,11.2,8.49,57.0,13.0,4.0,0.0,11.0,11.0,2.0,9.0,0.0,0.0,15.0,0.271,0.386,0.479,0.374,11.57,6.94,1.67,1.54,26.3,15.8,10.5,0.271,1.89,0.355,57.3,5.13,4.55
