,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,149.2,3.25,634.0,146.0,26.0,6.0,62.0,54.0,15.0,39.0,7.0,6.0,130.0,0.248,0.302,0.391,0.298,7.82,2.35,3.33,0.9,20.5,6.2,14.3,0.248,1.24,0.295,75.9,3.6,3.95
1,Total,Away,119.0,4.31,520.0,124.0,23.0,2.0,63.0,57.0,11.0,47.0,9.0,4.0,109.0,0.264,0.339,0.398,0.317,8.24,3.55,2.32,0.83,21.0,9.0,11.9,0.264,1.44,0.324,70.2,3.79,4.14
