,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,871.0,- - -,3645.0,788.0,157.0,17.0,351.0,318.0,89.0,291.0,10.0,37.0,765.0,0.238,0.308,0.38,0.302,7.9,3.01,2.63,0.92,21.0,8.0,13.0,- - -,1.24,0.284,77.2,3.81,3.9
1,Total,vs R,969.1,- - -,3975.0,881.0,185.0,17.0,386.0,363.0,101.0,230.0,8.0,67.0,778.0,0.24,0.3,0.388,0.302,7.22,2.14,3.38,0.94,19.6,5.8,13.8,- - -,1.15,0.279,76.4,3.78,3.83
