,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,253.2,4.19,1069.0,249.0,56.0,5.0,138.0,118.0,16.0,86.0,11.0,9.0,151.0,0.256,0.325,0.38,0.308,5.36,3.05,1.76,0.57,14.1,8.0,6.1,0.256,1.32,0.289,64.1,3.87,4.34
1,Total,Away,214.2,4.99,956.0,256.0,51.0,6.0,131.0,119.0,22.0,79.0,8.0,4.0,141.0,0.293,0.358,0.449,0.349,5.91,3.31,1.78,0.92,14.8,8.3,6.5,0.293,1.56,0.33,67.5,4.3,4.44
