,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,92.2,3.11,396.0,88.0,18.0,0.0,38.0,32.0,5.0,28.0,1.0,8.0,79.0,0.244,0.314,0.338,0.291,7.67,2.72,2.82,0.49,20.0,7.1,12.9,0.244,1.25,0.301,73.5,3.3,4.1
1,Total,Away,87.2,4.83,397.0,93.0,20.0,2.0,49.0,47.0,8.0,44.0,0.0,7.0,57.0,0.269,0.364,0.41,0.342,5.85,4.52,1.3,0.82,14.4,11.1,3.3,0.269,1.56,0.303,71.5,4.77,5.32
