,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,96.1,- - -,386.0,77.0,14.0,0.0,33.0,30.0,7.0,15.0,0.0,12.0,74.0,0.215,0.271,0.315,0.259,6.91,1.4,4.93,0.65,19.2,3.9,15.3,- - -,0.96,0.252,75.4,3.4,3.79
1,Total,vs R,367.2,- - -,1554.0,366.0,72.0,10.0,187.0,173.0,52.0,109.0,3.0,10.0,298.0,0.255,0.314,0.432,0.32,7.29,2.67,2.73,1.27,19.2,7.0,12.2,- - -,1.29,0.289,72.3,4.34,4.41
