,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,39.1,- - -,179.0,44.0,9.0,0.0,23.0,19.0,8.0,19.0,0.0,2.0,29.0,0.279,0.363,0.494,0.367,6.64,4.35,1.53,1.83,16.2,10.6,5.6,- - -,1.6,0.298,78.1,5.93,5.5
1,Total,vs R,56.2,- - -,229.0,59.0,9.0,0.0,15.0,14.0,2.0,11.0,0.0,4.0,35.0,0.276,0.323,0.346,0.296,5.56,1.75,3.18,0.32,15.3,4.8,10.5,- - -,1.24,0.322,82.9,3.18,3.89
