,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,1.1,- - -,10.0,3.0,1.0,0.0,2.0,2.0,1.0,4.0,0.0,0.0,0.0,0.5,0.7,1.4,0.691,0.0,27.0,0.0,6.75,0.0,40.0,-40.0,- - -,5.25,0.4,89.3,21.91,14.64
1,Total,vs R,3.0,- - -,15.0,5.0,3.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,3.0,0.357,0.4,0.846,0.489,9.0,3.0,3.0,3.0,20.0,6.7,13.3,- - -,2.0,0.4,43.5,6.49,5.46
