,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,211.1,- - -,857.0,174.0,29.0,2.0,68.0,54.0,9.0,63.0,1.0,15.0,225.0,0.223,0.296,0.305,0.271,9.58,2.68,3.57,0.38,26.3,7.4,18.9,- - -,1.12,0.303,76.9,2.64,2.74
1,Total,vs R,223.1,- - -,1035.0,245.0,48.0,4.0,150.0,134.0,27.0,142.0,28.0,10.0,184.0,0.278,0.385,0.437,0.356,7.41,5.72,1.3,1.09,17.8,13.7,4.1,- - -,1.73,0.324,68.8,5.06,4.58
