,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,1.0,- - -,8.0,2.0,1.0,0.0,3.0,3.0,0.0,2.0,0.0,0.0,1.0,0.333,0.5,0.5,0.438,9.0,18.0,0.5,0.0,12.5,25.0,-12.5,- - -,4.0,0.4,25.0,7.16,7.16
1,Total,vs R,2.1,- - -,16.0,5.0,2.0,0.0,4.0,4.0,1.0,4.0,0.0,1.0,0.0,0.455,0.625,0.909,0.61,0.0,15.43,0.0,3.86,0.0,25.0,-25.0,- - -,3.86,0.4,69.8,15.16,12.42
