,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,254.1,4.14,1041.0,223.0,46.0,5.0,123.0,117.0,29.0,67.0,15.0,4.0,249.0,0.23,0.285,0.387,0.286,8.81,2.37,3.72,1.03,23.9,6.4,17.5,0.23,1.14,0.28,67.5,3.48,3.81
1,Total,Away,232.2,3.64,995.0,219.0,49.0,5.0,100.0,94.0,27.0,82.0,16.0,5.0,222.0,0.241,0.313,0.406,0.308,8.59,3.17,2.71,1.04,22.3,8.2,14.1,0.241,1.29,0.291,76.8,3.83,4.04
