,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,314.2,- - -,1289.0,294.0,65.0,6.0,127.0,123.0,25.0,70.0,4.0,10.0,281.0,0.243,0.292,0.374,0.291,8.04,2.0,4.01,0.72,21.8,5.4,16.4,- - -,1.16,0.298,72.9,3.13,3.5
1,Total,vs R,960.0,- - -,4011.0,940.0,196.0,18.0,422.0,389.0,103.0,295.0,17.0,24.0,823.0,0.255,0.315,0.405,0.313,7.72,2.77,2.79,0.97,20.5,7.4,13.2,- - -,1.29,0.303,75.1,3.8,3.97
