,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,71.0,- - -,314.0,72.0,20.0,1.0,43.0,40.0,10.0,30.0,1.0,2.0,90.0,0.255,0.331,0.444,0.332,11.41,3.8,3.0,1.27,28.7,9.6,19.1,- - -,1.44,0.341,67.8,3.8,3.63
1,Total,vs R,91.2,- - -,402.0,91.0,18.0,2.0,58.0,57.0,16.0,37.0,0.0,1.0,129.0,0.25,0.321,0.45,0.329,12.67,3.63,3.49,1.57,32.1,9.2,22.9,- - -,1.4,0.343,66.6,3.85,3.33
