,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,6.0,- - -,24.0,3.0,1.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,6.0,0.15,0.292,0.2,0.24,9.0,6.0,1.5,0.0,25.0,16.7,8.3,- - -,1.17,0.214,85.7,3.16,4.54
1,Total,vs R,6.0,- - -,31.0,12.0,2.0,2.0,7.0,7.0,2.0,1.0,0.0,1.0,3.0,0.414,0.452,0.857,0.529,4.5,1.5,3.0,3.0,9.7,3.2,6.5,- - -,2.17,0.417,62.5,7.49,5.36
