,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,128.0,- - -,584.0,132.0,29.0,1.0,102.0,97.0,17.0,75.0,15.0,5.0,122.0,0.262,0.365,0.437,0.341,8.58,5.27,1.63,1.2,20.9,12.8,8.1,- - -,1.62,0.315,58.5,4.8,4.41
1,Total,vs R,161.2,- - -,686.0,157.0,31.0,3.0,52.0,47.0,12.0,67.0,6.0,4.0,154.0,0.255,0.335,0.38,0.313,8.57,3.73,2.3,0.67,22.5,9.8,12.7,- - -,1.39,0.323,83.3,3.49,3.66
