,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,136.0,3.18,551.0,107.0,24.0,1.0,50.0,48.0,13.0,43.0,3.0,6.0,167.0,0.213,0.284,0.345,0.274,11.05,2.85,3.88,0.86,30.3,7.8,22.5,0.213,1.1,0.292,76.9,3.02,3.4
1,Total,Away,109.1,3.21,462.0,88.0,20.0,3.0,43.0,39.0,6.0,51.0,3.0,9.0,124.0,0.219,0.322,0.332,0.291,10.21,4.2,2.43,0.49,26.8,11.0,15.8,0.219,1.27,0.302,75.2,3.24,4.1
