,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,30.1,- - -,121.0,22.0,8.0,1.0,11.0,11.0,2.0,11.0,1.0,1.0,33.0,0.202,0.286,0.355,0.279,9.79,3.26,3.0,0.59,27.3,9.1,18.2,- - -,1.09,0.27,73.7,3.02,3.82
1,Total,vs R,26.2,- - -,128.0,35.0,9.0,0.0,15.0,14.0,4.0,16.0,7.0,1.0,22.0,0.315,0.409,0.514,0.381,7.43,5.4,1.38,1.35,17.2,12.5,4.7,- - -,1.91,0.365,79.7,5.36,4.9
