,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,48.1,2.23,209.0,49.0,9.0,0.0,12.0,12.0,3.0,18.0,0.0,4.0,39.0,0.262,0.34,0.36,0.312,7.26,3.35,2.17,0.56,18.7,8.6,10.1,0.262,1.39,0.317,88.3,3.72,4.37
1,Total,Away,47.2,3.97,199.0,54.0,9.0,0.0,26.0,21.0,7.0,12.0,0.0,2.0,25.0,0.292,0.342,0.457,0.343,4.72,2.27,2.08,1.32,12.6,6.0,6.5,0.292,1.38,0.307,72.2,4.9,4.73
