,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,35.1,- - -,143.0,35.0,7.0,0.0,14.0,14.0,4.0,11.0,2.0,0.0,36.0,0.265,0.322,0.415,0.311,9.17,2.8,3.27,1.02,25.2,7.7,17.5,- - -,1.3,0.337,79.2,3.53,3.83
1,Total,vs R,40.2,- - -,174.0,39.0,9.0,1.0,15.0,15.0,8.0,16.0,1.0,1.0,43.0,0.248,0.322,0.474,0.335,9.52,3.54,2.69,1.77,24.7,9.2,15.5,- - -,1.35,0.293,91.5,4.85,4.5
