,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,1.2,- - -,8.0,2.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0,0.286,0.429,0.667,0.454,10.8,0.0,2.0,0.0,25.0,0.0,25.0,- - -,1.2,0.4,0.0,2.56,3.55
1,Total,vs R,2.0,- - -,11.0,4.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,0.4,0.455,0.5,0.416,9.0,4.5,2.0,0.0,18.2,9.1,9.1,- - -,2.5,0.5,60.0,2.66,2.66
