,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,81.1,- - -,315.0,69.0,15.0,2.0,23.0,22.0,2.0,12.0,0.0,2.0,73.0,0.229,0.263,0.314,0.253,8.08,1.33,6.08,0.22,23.2,3.8,19.4,- - -,1.0,0.297,74.8,2.19,2.84
1,Total,vs R,227.1,- - -,985.0,232.0,41.0,5.0,135.0,128.0,46.0,70.0,1.0,15.0,197.0,0.258,0.324,0.474,0.342,7.8,2.77,2.81,1.82,20.0,7.1,12.9,- - -,1.33,0.283,72.1,5.17,4.55
