,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,39.0,8.31,184.0,42.0,8.0,4.0,36.0,36.0,8.0,23.0,1.0,4.0,43.0,0.268,0.381,0.539,0.392,9.92,5.31,1.87,1.85,23.4,12.5,10.9,0.268,1.67,0.321,57.1,5.67,4.31
1,Total,Away,37.1,7.23,181.0,48.0,10.0,0.0,31.0,30.0,3.0,25.0,2.0,2.0,34.0,0.312,0.419,0.459,0.38,8.2,6.03,1.36,0.72,18.8,13.8,5.0,0.312,1.96,0.385,62.2,4.52,4.98
