,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,128.1,4.14,550.0,137.0,22.0,3.0,66.0,59.0,12.0,25.0,2.0,7.0,90.0,0.265,0.31,0.393,0.307,6.31,1.75,3.6,0.84,16.4,4.6,11.8,0.265,1.26,0.301,67.7,3.71,3.83
1,Total,Away,130.0,3.46,533.0,117.0,11.0,3.0,52.0,50.0,14.0,36.0,4.0,6.0,89.0,0.238,0.302,0.366,0.291,6.16,2.49,2.47,0.97,16.7,6.8,9.9,0.238,1.18,0.266,76.8,4.14,4.21
