,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,302.1,3.36,1237.0,292.0,70.0,6.0,125.0,113.0,19.0,72.0,3.0,6.0,253.0,0.252,0.303,0.379,0.299,7.53,2.14,3.51,0.57,20.5,5.8,14.6,0.252,1.2,0.308,71.4,3.0,3.41
1,Total,Away,297.0,3.3,1230.0,274.0,50.0,4.0,122.0,109.0,31.0,91.0,1.0,9.0,243.0,0.243,0.306,0.38,0.304,7.36,2.76,2.67,0.94,19.8,7.4,12.4,0.243,1.23,0.284,76.2,3.81,3.79
