,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,50.1,- - -,224.0,50.0,11.0,0.0,31.0,27.0,6.0,22.0,0.0,1.0,59.0,0.249,0.326,0.399,0.315,10.55,3.93,2.68,1.07,26.3,9.8,16.5,- - -,1.43,0.324,65.0,3.73,4.03
1,Total,vs R,86.2,- - -,367.0,74.0,12.0,3.0,30.0,24.0,8.0,25.0,0.0,6.0,79.0,0.22,0.287,0.349,0.279,8.2,2.6,3.16,0.83,21.5,6.8,14.7,- - -,1.14,0.265,80.0,3.6,4.18
