,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,61.2,- - -,258.0,52.0,11.0,3.0,32.0,31.0,6.0,23.0,6.0,1.0,49.0,0.222,0.296,0.38,0.283,7.15,3.36,2.13,0.88,19.0,8.9,10.1,- - -,1.22,0.257,65.1,4.0,4.15
1,Total,vs R,87.2,- - -,379.0,88.0,15.0,2.0,44.0,37.0,6.0,26.0,1.0,6.0,75.0,0.254,0.32,0.367,0.301,7.7,2.67,2.88,0.62,19.8,6.9,12.9,- - -,1.3,0.308,68.1,3.43,3.67
