,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,87.0,- - -,363.0,85.0,14.0,0.0,33.0,31.0,2.0,23.0,2.0,2.0,39.0,0.252,0.307,0.318,0.275,4.03,2.38,1.7,0.21,10.7,6.3,4.4,- - -,1.24,0.28,71.8,3.42,4.37
1,Total,vs R,199.1,- - -,853.0,227.0,46.0,7.0,117.0,109.0,24.0,62.0,3.0,0.0,107.0,0.287,0.344,0.463,0.344,4.83,2.8,1.73,1.08,12.5,7.3,5.3,- - -,1.45,0.308,67.4,4.58,4.86
