,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,24.1,- - -,104.0,26.0,6.0,0.0,17.0,17.0,5.0,6.0,0.0,1.0,18.0,0.268,0.317,0.495,0.343,6.66,2.22,3.0,1.85,17.3,5.8,11.5,- - -,1.32,0.284,61.5,5.21,4.44
1,Total,vs R,31.1,- - -,143.0,34.0,6.0,0.0,14.0,12.0,1.0,13.0,1.0,6.0,27.0,0.274,0.376,0.358,0.327,7.76,3.73,2.08,0.29,18.9,9.1,9.8,- - -,1.5,0.344,75.6,3.67,4.63
