,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,23.2,- - -,105.0,31.0,4.0,0.0,19.0,19.0,3.0,10.0,1.0,1.0,27.0,0.33,0.4,0.473,0.374,10.27,3.8,2.7,1.14,25.7,9.5,16.2,- - -,1.73,0.438,60.9,3.92,3.54
1,Total,vs R,46.0,- - -,224.0,64.0,14.0,1.0,37.0,36.0,10.0,23.0,3.0,2.0,37.0,0.322,0.397,0.553,0.399,7.24,4.5,1.61,1.96,16.5,10.3,6.2,- - -,1.89,0.355,69.3,6.01,5.44
