,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,29.0,2.79,124.0,26.0,7.0,0.0,10.0,9.0,2.0,14.0,4.0,0.0,26.0,0.236,0.323,0.358,0.288,8.07,4.34,1.86,0.62,21.0,11.3,9.7,0.236,1.38,0.293,80.7,3.71,3.9
1,Total,Away,29.1,3.99,119.0,25.0,8.0,0.0,14.0,13.0,1.0,9.0,2.0,0.0,19.0,0.227,0.288,0.336,0.266,5.83,2.76,2.11,0.31,16.0,7.6,8.4,0.227,1.16,0.267,61.4,3.23,4.61
