,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,41.2,5.4,181.0,48.0,7.0,1.0,26.0,25.0,4.0,14.0,0.0,2.0,25.0,0.291,0.354,0.421,0.337,5.4,3.02,1.79,0.86,13.8,7.7,6.1,0.291,1.49,0.324,65.1,4.36,4.73
1,Total,Away,44.2,3.63,176.0,43.0,10.0,0.0,19.0,18.0,3.0,8.0,0.0,1.0,16.0,0.258,0.295,0.373,0.29,3.22,1.61,2.0,0.6,9.1,4.6,4.5,0.258,1.14,0.27,69.0,3.92,4.56
