,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,43.0,- - -,192.0,39.0,12.0,0.0,17.0,16.0,2.0,24.0,5.0,5.0,32.0,0.239,0.354,0.352,0.308,6.7,5.02,1.33,0.42,16.7,12.5,4.2,- - -,1.47,0.287,78.2,4.3,5.61
1,Total,vs R,58.1,- - -,265.0,73.0,13.0,2.0,42.0,41.0,10.0,20.0,1.0,1.0,50.0,0.299,0.357,0.502,0.364,7.71,3.09,2.5,1.54,18.9,7.6,11.3,- - -,1.59,0.342,65.0,4.75,4.48
