,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,23.2,- - -,104.0,25.0,5.0,1.0,8.0,8.0,0.0,10.0,2.0,0.0,24.0,0.266,0.337,0.34,0.296,9.13,3.8,2.4,0.0,23.1,9.6,13.5,- - -,1.48,0.357,77.1,2.38,3.43
1,Total,vs R,46.0,- - -,206.0,62.0,11.0,0.0,34.0,34.0,7.0,5.0,1.0,4.0,37.0,0.315,0.345,0.48,0.355,7.24,0.98,7.4,1.37,18.0,2.4,15.5,- - -,1.46,0.36,60.5,4.1,3.6
