,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,6.1,11.37,36.0,13.0,1.0,1.0,8.0,8.0,1.0,6.0,0.0,1.0,5.0,0.448,0.556,0.655,0.514,7.11,8.53,0.83,1.42,13.9,16.7,-2.8,0.448,3.0,0.522,64.5,6.95,6.72
1,Total,Home vs L,0.0,- - -,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.048,0.0,9.0,0.0,0.0,0.0,33.3,-33.3,1.0,3.0,1.0,100.0,6.16,6.16
