,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,20.0,- - -,90.0,16.0,5.0,0.0,14.0,13.0,2.0,13.0,2.0,0.0,16.0,0.208,0.322,0.355,0.292,7.2,5.85,1.23,0.9,17.8,14.4,3.3,- - -,1.45,0.237,57.3,4.8,5.4
1,Total,vs R,25.1,- - -,105.0,26.0,4.0,0.0,13.0,13.0,3.0,4.0,0.0,1.0,21.0,0.26,0.295,0.39,0.297,7.46,1.42,5.25,1.07,20.0,3.8,16.2,- - -,1.18,0.303,67.2,3.63,4.16
