,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,9.1,- - -,40.0,10.0,3.0,0.0,3.0,3.0,1.0,4.0,0.0,0.0,6.0,0.278,0.35,0.444,0.344,5.79,3.86,1.5,0.96,15.0,10.0,5.0,- - -,1.5,0.31,87.3,4.55,5.59
1,Total,vs R,14.0,- - -,65.0,16.0,2.0,1.0,11.0,11.0,4.0,6.0,0.0,0.0,20.0,0.271,0.338,0.542,0.37,12.86,3.86,3.33,2.57,30.8,9.2,21.5,- - -,1.57,0.343,67.1,5.3,3.97
