,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,292.1,3.29,1185.0,243.0,45.0,2.0,112.0,107.0,30.0,88.0,2.0,15.0,234.0,0.225,0.293,0.356,0.286,7.2,2.71,2.66,0.92,19.8,7.4,12.3,0.225,1.13,0.26,77.0,3.92,4.26
1,Total,Away,328.1,5.18,1425.0,359.0,69.0,3.0,206.0,189.0,62.0,88.0,8.0,14.0,249.0,0.271,0.326,0.478,0.342,6.83,2.41,2.83,1.7,17.5,6.2,11.3,0.271,1.36,0.294,68.2,5.0,4.19
