,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,432.1,3.6,1794.0,403.0,64.0,3.0,185.0,173.0,46.0,128.0,8.0,18.0,355.0,0.245,0.308,0.375,0.299,7.39,2.66,2.77,0.96,19.8,7.1,12.7,0.245,1.23,0.286,75.1,3.9,4.06
1,Total,Away,481.2,3.42,1973.0,433.0,72.0,8.0,195.0,183.0,46.0,133.0,8.0,22.0,365.0,0.238,0.301,0.368,0.293,6.82,2.49,2.74,0.86,18.5,6.7,11.8,0.238,1.18,0.275,75.1,3.83,4.07
