,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,64.1,3.36,268.0,60.0,7.0,1.0,28.0,24.0,5.0,19.0,2.0,1.0,40.0,0.242,0.299,0.34,0.278,5.6,2.66,2.11,0.7,14.9,7.1,7.8,0.242,1.23,0.271,71.2,3.86,4.0
1,Total,Away,46.0,3.91,202.0,57.0,9.0,0.0,27.0,20.0,6.0,16.0,0.0,1.0,29.0,0.308,0.37,0.462,0.36,5.67,3.13,1.81,1.17,14.4,7.9,6.4,0.308,1.59,0.34,71.7,4.7,4.16
