,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,59.0,1.98,241.0,53.0,9.0,2.0,18.0,13.0,2.0,11.0,2.0,4.0,26.0,0.235,0.283,0.323,0.263,3.97,1.68,2.36,0.31,10.8,4.6,6.2,0.235,1.08,0.258,76.7,3.48,4.41
1,Total,Away,60.0,1.95,249.0,65.0,11.0,1.0,18.0,13.0,4.0,10.0,2.0,2.0,28.0,0.274,0.312,0.391,0.298,4.2,1.5,2.8,0.6,11.2,4.0,7.2,0.274,1.25,0.298,82.6,3.69,3.91
