,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,10.2,- - -,49.0,11.0,0.0,3.0,12.0,12.0,4.0,7.0,0.0,0.0,6.0,0.262,0.367,0.69,0.427,5.06,5.91,0.86,3.38,12.2,14.3,-2.1,- - -,1.69,0.219,48.4,8.88,7.0
1,Total,vs R,8.2,- - -,46.0,15.0,2.0,0.0,6.0,5.0,1.0,4.0,1.0,0.0,5.0,0.357,0.413,0.476,0.38,5.19,4.15,1.25,1.04,10.9,8.7,2.2,- - -,2.19,0.389,73.9,4.89,5.43
