,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,40.0,- - -,164.0,36.0,7.0,3.0,16.0,16.0,6.0,10.0,6.0,1.0,36.0,0.235,0.287,0.444,0.295,8.1,2.25,3.6,1.35,22.0,6.1,15.9,- - -,1.15,0.27,80.3,4.13,3.88
1,Total,vs R,65.2,- - -,275.0,62.0,18.0,0.0,30.0,30.0,9.0,16.0,3.0,5.0,67.0,0.244,0.306,0.431,0.313,9.18,2.19,4.19,1.23,24.4,5.8,18.5,- - -,1.19,0.298,75.3,3.86,3.16
