,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,183.1,2.75,761.0,150.0,33.0,1.0,69.0,56.0,23.0,76.0,1.0,7.0,167.0,0.221,0.309,0.379,0.302,8.2,3.73,2.2,1.13,21.9,10.0,12.0,0.221,1.23,0.26,81.7,4.32,4.41
1,Total,Away,144.2,5.29,638.0,147.0,29.0,5.0,88.0,85.0,24.0,64.0,2.0,4.0,128.0,0.258,0.339,0.461,0.342,7.96,3.98,2.0,1.49,20.1,10.0,10.0,0.258,1.46,0.294,70.0,4.95,4.7
