,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,287.2,2.53,1150.0,228.0,39.0,2.0,91.0,81.0,17.0,98.0,3.0,5.0,227.0,0.218,0.289,0.311,0.269,7.1,3.07,2.32,0.53,19.7,8.5,11.2,0.218,1.13,0.263,78.1,3.36,3.29
1,Total,Away,242.0,4.13,1041.0,244.0,41.0,3.0,127.0,111.0,17.0,102.0,9.0,4.0,208.0,0.261,0.339,0.371,0.314,7.74,3.79,2.04,0.63,20.0,9.8,10.2,0.261,1.43,0.32,68.4,3.6,3.43
