,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,123.0,3.44,533.0,121.0,26.0,1.0,53.0,47.0,12.0,46.0,8.0,4.0,123.0,0.251,0.322,0.388,0.306,9.0,3.37,2.67,0.88,23.1,8.6,14.5,0.251,1.36,0.313,76.5,3.63,4.11
1,Total,Away,140.0,5.53,617.0,150.0,25.0,6.0,92.0,86.0,25.0,52.0,4.0,2.0,141.0,0.266,0.333,0.471,0.344,9.06,3.34,2.71,1.61,22.9,8.4,14.4,0.266,1.44,0.315,66.3,4.6,3.95
