,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,116.2,2.47,450.0,90.0,20.0,3.0,35.0,32.0,9.0,15.0,2.0,4.0,125.0,0.209,0.242,0.336,0.248,9.64,1.16,8.33,0.69,27.8,3.3,24.4,0.209,0.9,0.273,76.8,2.5,3.26
1,Total,Away,117.1,3.22,468.0,86.0,19.0,1.0,43.0,42.0,10.0,27.0,4.0,7.0,141.0,0.198,0.258,0.319,0.25,10.82,2.07,5.22,0.77,30.1,5.8,24.4,0.198,0.96,0.269,72.6,2.72,3.28
