,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,559.2,4.47,2387.0,579.0,134.0,11.0,291.0,278.0,73.0,175.0,4.0,10.0,449.0,0.263,0.322,0.438,0.33,7.22,2.81,2.57,1.17,18.8,7.3,11.5,0.263,1.35,0.301,71.5,4.2,3.9
1,Total,Away,646.1,4.14,2797.0,682.0,132.0,12.0,318.0,297.0,61.0,248.0,6.0,16.0,509.0,0.269,0.341,0.409,0.328,7.09,3.45,2.05,0.85,18.2,8.9,9.3,0.269,1.44,0.316,73.0,3.99,4.05
