,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,3.0,- - -,14.0,3.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.25,0.357,0.833,0.477,6.0,6.0,1.0,6.0,14.3,14.3,0.0,- - -,1.67,0.125,100.0,12.49,7.13
1,Total,vs R,7.1,- - -,27.0,7.0,1.0,0.0,3.0,3.0,2.0,1.0,0.0,0.0,8.0,0.269,0.296,0.538,0.352,9.82,1.23,8.0,2.45,29.6,3.7,25.9,- - -,1.09,0.313,96.2,4.93,2.74
