,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,65.1,6.34,303.0,66.0,12.0,1.0,47.0,46.0,6.0,42.0,1.0,3.0,76.0,0.256,0.368,0.386,0.335,10.47,5.79,1.81,0.83,25.1,13.9,11.2,0.256,1.65,0.341,62.4,4.06,4.58
1,Total,Away,76.0,5.21,338.0,74.0,20.0,2.0,47.0,44.0,6.0,37.0,5.0,4.0,97.0,0.249,0.345,0.403,0.323,11.49,4.38,2.62,0.71,28.7,11.0,17.8,0.249,1.46,0.351,63.8,3.22,3.47
